id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
14404663,Casa Martony and Zen Garden,2275870,Martina,,Outer Mission,37.72723,-122.43805,Entire home/apt,1000,7,2,1/2/2019,0.07,3,0,0,STR-0002514
14406178,"Beautiful Spacious apt in Noe Valley,San Francisco",8577866,Dana,,Outer Richmond,37.77822,-122.50239,Entire home/apt,178,30,5,7/25/2017,0.08,2,87,0,
14422371,"2 Rooms, 5 Beds, Kitchen, Free Parking, Priv. Apt.",84154713,Sean,,Bayview,37.7279,-122.38905,Entire home/apt,105,2,310,10/24/2021,5.27,3,35,9,STR-0001844
14451638,Large Bedroom & Private Bathroom in SF Home,86027378,Ernest,,Excelsior,37.72516,-122.42042,Private room,45,30,45,8/30/2021,0.73,7,340,1,STR-0001552
14452358,Two bedroom flat a block from Ocean Beach,3120119,Kathleen,,Outer Sunset,37.75161,-122.50635,Entire home/apt,295,30,23,7/5/2021,0.37,1,245,1,STR-0001609
14475808,Private Flat in SF,86027378,Ernest,,Excelsior,37.72599,-122.41867,Entire home/apt,79,30,73,11/1/2021,1.33,7,364,3,STR-0001552
14476185,Master bedroom in SF home.,86027378,Ernest,,Excelsior,37.72605,-122.4185,Private room,45,30,76,8/13/2021,1.3,7,304,2,STR-0001552
14487347,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78564,-122.40846,Private room,112,1,119,8/1/2021,1.9,54,60,20,365804
14488234,Cozy Duboce Triangle Bedroom with Private Bathroom,5161705,Jason And Jerrett,,Castro/Upper Market,37.76685,-122.43323,Private room,107,1,359,7/20/2021,5.82,2,274,8,STR-0001063
14490262,"Two Bedroom, Two Newly Renovated Bathrooms, Large Deck",6920252,Mary,,Potrero Hill,37.75673,-122.40261,Entire home/apt,309,4,91,9/25/2021,1.5,1,298,7,STR-0003948
14490343,"Modern 1BR near FiDi & Union Sq., Furnished–M2M",9965793,The Twist,,Chinatown,37.79094,-122.40724,Entire home/apt,123,30,0,,,8,0,0,
14501673,Downtown SF Studio Apartment Near Civic Center,10764661,Carlos & Graciela,,Downtown/Civic Center,37.78095,-122.42155,Entire home/apt,72,30,21,10/31/2021,0.46,4,252,2,
14505006,Telegraph Hill Suite Spot,8237509,Susann,,North Beach,37.80246,-122.40379,Entire home/apt,232,3,166,10/22/2021,2.94,1,299,22,STR-0000171
14538591,Separate  Entrance Big Studio near Beach and Park,41376640,Pauline,,Outer Sunset,37.76258,-122.50215,Entire home/apt,125,2,133,10/3/2021,3.19,1,37,37,STR-0003248
14551959,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78748,-122.40963,Private room,112,1,91,6/28/2021,1.46,54,60,5,365804
14552166,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78559,-122.40817,Private room,112,1,78,9/20/2020,1.24,54,60,0,365804
14552390,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78754,-122.40781,Private room,112,1,134,9/1/2019,2.39,54,60,2,365804
14553088,Airy Studio & Parking Spot in Central San Francisco,10764661,Carlos & Graciela,,Downtown/Civic Center,37.78291,-122.41937,Entire home/apt,130,90,15,6/20/2021,0.68,4,315,2,
14553693,Charming Cottage in Haight-Ashbury Garden,94548508,Rosa,,Haight Ashbury,37.77282,-122.43798,Entire home/apt,160,3,198,10/24/2021,3.2,1,293,25,STR-0004068
14576746,Hidden Cottage in Noe Valley,1154836,Ginger,,Noe Valley,37.74997,-122.43108,Entire home/apt,250,1,14,10/14/2017,0.31,3,329,0,STR-0004600
14577765,Private room located in SF,86027378,Ernest,,Excelsior,37.72528,-122.41863,Private room,41,30,55,3/18/2021,0.89,7,362,2,STR-0001552
14588279,32 Parkside cozy new built studio w/priv. entrance,35352879,Aaron,,Parkside,37.74462,-122.48958,Private room,56,30,8,10/31/2021,0.78,4,0,4,
14611058,Room in Penthouse!,73070632,Tina,,Crocker Amazon,37.70921,-122.44881,Private room,38,31,24,9/4/2021,0.38,4,333,3,1084922
14611546,Chic North Waterfront Condo with Parking!,1479964,James,,North Beach,37.80408,-122.40525,Entire home/apt,185,30,5,8/15/2021,0.1,18,210,1,
14619235,Renovated 1930s Home with Lush Garden,5043788,Irene,,Noe Valley,37.74744,-122.43685,Entire home/apt,350,3,90,10/10/2021,1.73,1,23,12,STR-0001873
14635668,Spacious Noe Valley Garden Oasis,16854419,Zack,,Bernal Heights,37.74694,-122.42295,Entire home/apt,248,6,4,1/1/2017,0.09,1,0,0,STR-0002423
14640100,Stunning Penthouse in a Remodeled Victorian Home,2178251,Daniel,,Western Addition,37.76971,-122.42841,Private room,998,30,12,2/1/2017,0.19,2,180,0,
14651109,Newly Remodeled Home in SF Parkside District,90982770,Tony,,Parkside,37.74634,-122.47161,Entire home/apt,425,2,44,7/22/2018,0.88,1,0,0,STR-0004743
14653250,"Charming full floor flat near ocean,city, woods.",4141253,Les,,Outer Richmond,37.77773,-122.49431,Entire home/apt,179,30,10,9/25/2021,0.16,2,78,2,
14654471,Affordable private room in SF,86027378,Ernest,,Excelsior,37.726,-122.41857,Private room,45,30,52,9/30/2021,0.83,7,337,3,STR-0001552
14673134,Bernal Heights Garden Studio,39655178,Jeff,,Bernal Heights,37.73711,-122.42345,Entire home/apt,135,30,28,10/25/2021,0.45,1,159,1,City registration pending
14691164,3 mins walk to Castro Neighborhood & transport,31069921,Tim,,Castro/Upper Market,37.76421,-122.43397,Entire home/apt,267,4,128,10/18/2021,2.45,1,67,10,STR-0002380
14705126,Large Bright 2 Bedroom w L Deck & One Free Parking,91464797,Un Kuan (Anna),,Outer Sunset,37.76234,-122.49349,Entire home/apt,232,2,294,9/22/2021,5.22,1,287,20,STR-0002033
14709523,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78596,-122.40776,Private room,112,1,100,5/23/2021,1.63,54,60,10,365804
14710249,#3 Private Room in Hostel-Style House in Bayview,27123550,Jacquelyn,,Bayview,37.73216,-122.38985,Private room,56,30,24,8/15/2021,0.38,4,43,2,
14714307,Cozy Corner 1x1 in the Sunny Mission!,4430421,Landmark,,Mission,37.76598,-122.41745,Entire home/apt,104,30,1,9/1/2019,0.04,144,203,0,
14725307,BARTLETT QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78685,-122.4097,Private room,112,1,57,6/21/2021,0.91,54,60,3,License not needed per OSTR
14758260,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78536,-122.40767,Private room,112,1,100,10/9/2021,1.62,54,37,26,365804
14759973,Beautiful and Large Mission Oasis,12654522,Shaelyn,,Mission,37.75894,-122.41187,Entire home/apt,275,3,18,8/27/2021,0.31,1,3,1,STR-0004477
14760041,Bright and Spacious Lower 2BD Flat Inner Sunset,92031637,Kimberley,,Inner Sunset,37.76155,-122.47044,Entire home/apt,205,2,24,12/13/2019,0.45,1,0,0,STR-0003254
14763705,"Newly Remodeled, Totally Private Suite W/Parking",92075817,Joe,,Ocean View,37.71852,-122.4563,Entire home/apt,99,1,474,10/25/2021,7.67,1,267,102,STR-0001706
14775913,Twin Peaks charm,48003274,Voytek,,Twin Peaks,37.75023,-122.44912,Entire home/apt,316,3,85,11/1/2021,1.38,1,340,10,STR-0001468
14804950,"Stylish, private studio in Bernal Heights",24949158,Angela,,Bernal Heights,37.74486,-122.41814,Entire home/apt,114,1,543,10/25/2021,12.74,2,132,89,STR-0002030
14808208,Inner Sunset Sanctuary,7325515,Jo Anne,,Inner Sunset,37.76094,-122.46439,Entire home/apt,166,30,49,9/4/2021,0.85,5,290,2,City registration pending
14841442,"Private room(Yellow)near CCSF, easy parking, quiet",86083871,Kina,,West of Twin Peaks,37.7284,-122.45757,Private room,42,30,20,9/12/2021,0.32,3,121,3,
14845574,Cole Valley Jewel 1 BR,92916855,Patricia,,Inner Sunset,37.76601,-122.45435,Entire home/apt,130,30,44,1/6/2021,2.05,1,343,2,
14869150,Sunny + Large 1 Bedroom near Fillmore/Divisadero,47112373,Fiona,,Western Addition,37.78522,-122.44436,Entire home/apt,220,3,50,11/1/2021,0.9,1,19,2,STR-0001733
14869325,"Private room(Red) near CCSF, easy parking, quiet.",86083871,Kina,,West of Twin Peaks,37.7284,-122.45757,Private room,45,30,16,8/11/2021,0.26,3,225,3,
14884457,"Private room(White)near CCSF, easy parking, quiet.",86083871,Kina,,West of Twin Peaks,37.7284,-122.45757,Private room,44,30,25,8/14/2021,0.4,3,222,2,
14896984,Gorgeous 3BR/3BA House in Mission District,93497404,Elizabeth,,Mission,37.75111,-122.41059,Entire home/apt,350,30,12,10/31/2017,0.19,1,0,0,
14903530,City Retreat: Stunning Views from All 3 Floors,90631,Dan,,Diamond Heights,37.74202,-122.43722,Entire home/apt,295,8,10,6/20/2021,0.17,1,184,3,STR-0002491
14910754,Large 2 BR plus Victorian next to GG Park,93655170,Marc,,Haight Ashbury,37.76612652,-122.452835,Entire home/apt,450,3,5,8/10/2021,0.19,1,18,4,pending
14934208,Harry Potter Luxury Guest Room in Downtown SF,23626101,Collin,,South of Market,37.77711,-122.41515,Private room,136,1,336,10/21/2021,7.57,2,240,80,City Registration Pending
14944663,Cole Valley Casa,1243792,Carolyn,,Haight Ashbury,37.76299,-122.44985,Entire home/apt,400,4,79,10/27/2021,1.55,1,0,1,STR-0003767
14952444,Perfectly located cozy Mission spot,77780922,Daniel,,Mission,37.75315,-122.41661,Entire home/apt,103,30,0,,,1,65,0,
14963288,BARTLETT QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78564,-122.40907,Private room,112,1,107,9/26/2021,1.79,54,55,22,License not needed per OSTR
14969986,Jackson Square/ Ferry Bldg. Pied-a-terre.,94288779,John,,Financial District,37.79699,-122.40112,Entire home/apt,175,60,4,6/12/2021,2,1,362,2,
14982368,Private Room in Telegraph Hill Apt with Views,3015985,Raju,,North Beach,37.80104,-122.40349,Private room,120,30,0,,,1,0,0,
14983353,Charming 3BR Victorian in NoPa W/Modern Upgrades,94424109,Jonathan,,Western Addition,37.7775,-122.43799,Entire home/apt,220,30,38,9/30/2019,0.65,1,0,0,
14988703,Mission Bay/SOMA with an Oakland Bay view,94478439,Carole,,Potrero Hill,37.76368,-122.39567,Entire home/apt,150,30,47,7/1/2020,0.91,1,270,1,STR-075884
14990478,Private Garden Bedroom in lovely Victorian,71381627,Eddie,,Outer Mission,37.72912,-122.44475,Private room,80,1,376,6/3/2020,6.97,1,133,0,STR-0003887
14996188,Style & Comfort-Private Suite near UCSF and GGPark,1492583,Suzanne,,Inner Sunset,37.75868,-122.46985,Entire home/apt,130,3,281,10/27/2021,5.62,1,21,23,STR-0001743
15005046,"1 BD beauty w/pkg, 15 min to dwnt",94659320,Irina And Gregory,,West of Twin Peaks,37.7355,-122.45852,Entire home/apt,174,2,339,11/1/2021,5.55,1,54,61,STR-0002308
15024335,2-Bdrm in Dogpatch (Entire flat/self check-in),48503905,Angie,,Potrero Hill,37.75738,-122.38933,Entire home/apt,550,3,48,10/16/2021,1.12,1,69,1,STR-0004675
15051965,Designers' Garden Retreat,56666480,Bassel,,West of Twin Peaks,37.74303,-122.469,Entire home/apt,145,2,262,11/1/2021,4.67,1,326,13,STR-0001652
15052541,Luxury Studio Atop Russian Hill,38176732,Molly,,Russian Hill,37.79839,-122.41633,Entire home/apt,3250,90,0,,,1,358,0,
15054072,"SF Union Square, unbeatable location! (4)",22267033,Jennifer,,Downtown/Civic Center,37.78751,-122.40929,Entire home/apt,299,2,8,3/7/2019,0.2,19,360,0,License not needed per OSTR
15055277,501 - PERFECT LOCATION. 2 beds. Sleeps up to 4!,93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,115,1,201,10/18/2021,3.32,13,180,21,BAN-1030905
15060615,Beautiful/Bright Living Space and 4 Bedrooms,95220454,Wilson,,Ocean View,37.71597,-122.45397,Entire home/apt,215,3,29,6/23/2019,0.56,1,30,0,STR-0001814
15067182,Charming Pacific Heights Bed and Breakfast,11218165,Bryn,,Pacific Heights,37.79427,-122.43178,Private room,249,2,90,2/19/2020,2.77,1,137,0,License not needed per OSTR
15070065,The Retreat - marijuana FREE space,4249288,Annria,,Excelsior,37.72733,-122.42932,Entire home/apt,120,2,113,10/23/2021,2.79,3,355,6,STR-0001876
15111599,"Ultimate luxury in chic modern 1br, Best location",51003,Jeremy,,Western Addition,37.77642,-122.42482,Entire home/apt,145,30,2,4/5/2019,0.04,1,0,0,STR-0001805
15132100,404 - Clean Hotel Room in PERFECT LOCATION,93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,90,1,299,10/29/2021,4.82,13,0,30,BAN-1030905
15132855,Own Floor of Grand Marina Waterfront Home,53614586,Erin,,Marina,37.80572,-122.43545,Entire home/apt,257,2,237,10/10/2021,4.37,1,49,49,STR-0001752
15162895,Garden 2BR Condo/Great Location/Lower Pac Heights,3843134,Jack,,Western Addition,37.78519,-122.44194,Entire home/apt,299,30,36,9/5/2019,0.95,1,0,0,City registration pending
15166182,"Large modern 1 bedroom, dinning/living room flat",54217986,Janet,,West of Twin Peaks,37.73745,-122.45902,Entire home/apt,245,3,58,11/1/2021,1.33,1,364,4,City Registration Pending
15179182,Mid Century Meets Southern Hospitality in Bayview,861262,Lauren,,Bayview,37.73791,-122.38596,Entire home/apt,350,2,302,9/19/2021,5.12,1,175,29,STR-0001754
15189360,Patio Skyline Views from a Hi-Tech Conference-Friendly Haven,702376,Zane,,South of Market,37.77453,-122.40711,Entire home/apt,550,30,25,8/1/2021,0.66,1,320,4,STR-0003387
15194176,Community in North Beach,12176788,Jean-Loïck,,North Beach,37.80094,-122.40978,Shared room,30,30,17,5/22/2021,0.59,24,303,1,
15194320,Awesome villa for change makers in North Beach.,12176788,Jean-Loïck,,North Beach,37.80101,-122.41011,Shared room,29,30,17,7/31/2018,0.32,24,364,0,
15194432,Professionals and Students 2-floored House,12176788,Jean-Loïck,,North Beach,37.80266,-122.40823,Shared room,27,30,17,9/2/2020,0.33,24,311,2,
15207802,1 Bdrm Presidential CONDO in Wyndham Canterbury,96098402,Wynpoints,,Downtown/Civic Center,37.78798,-122.41389,Private room,2099,4,1,4/19/2018,0.02,6,365,0,394267
15214880,1 BDRM Deluxe Condo in Wyndham Canterbury,96098402,Wynpoints,,Downtown/Civic Center,37.78937,-122.4117,Private room,1899,3,4,10/5/2016,0.07,6,0,0,394267
15216713,Bernal Nook,127367,Annette,,Bernal Heights,37.74353,-122.42045,Entire home/apt,75,30,5,1/12/2019,0.16,14,74,0,
15217571,1Bdrm LUXURY CONDO Wyndham Canterbury *Great Rate!,96098402,Wynpoints,,Nob Hill,37.7901,-122.41214,Private room,1899,3,0,,,6,365,0,394267
15218861,Modern CondoWYNDHAM CANTERBURY 1Bdrm w/kitchenette,96098402,Wynpoints,,Downtown/Civic Center,37.78808,-122.41375,Private room,1999,3,5,1/9/2019,0.08,6,365,0,394267
15220043,Garden Home in Sunny Noe Valley Near The Castro,64579077,Stephen,,Noe Valley,37.75491,-122.439186,Entire home/apt,475,4,65,10/16/2021,1.28,1,328,2,STR-0001840
15233175,Cozy 1BR ~Heart of the Mission~,16064491,Austin,,Mission,37.75127,-122.41107,Entire home/apt,75,30,64,9/28/2021,1.23,2,5,3,City registration pending
15236335,Simplistic Crocker Suite,24973603,Mai,,Crocker Amazon,37.70854,-122.45021,Entire home/apt,142,3,172,10/25/2021,3.24,1,328,24,STR-0004981
15267186,"201 - Private & Clean, 2 beds, Sleeps 4 people!",93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,115,1,168,9/19/2021,3.18,13,172,17,BAN-1030905
15268492,"SF Union Square, unbeatable location! (4)",22267033,Jennifer,,Downtown/Civic Center,37.78828,-122.4092,Entire home/apt,299,2,8,1/16/2020,0.19,19,360,0,License not needed per OSTR
15269286,"Comfortable, private, garden level apartment.",33460481,Colin,,Western Addition,37.78015,-122.43604,Entire home/apt,125,30,58,8/18/2021,1.14,1,225,2,1081271
15270397,Bernal Heights Mission Studio,38836,Bernat,,Bernal Heights,37.73622,-122.42032,Entire home/apt,68,30,2,9/9/2017,0.05,29,157,0,
15283495,Garden Oasis in the heart of San Francisco,6656178,Robyn,,Western Addition,37.78684,-122.44302,Entire home/apt,155,30,3,8/17/2019,0.06,1,119,0,
15286104,"Worldmark by Wyndham, Union Square, 1BR/2BA Suite",84583753,Haney,,Chinatown,37.79048,-122.40733,Entire home/apt,800,4,3,11/9/2017,0.13,8,0,0,STR-0382559
15297353,Brand New Bernal Heights One Bedroom with Garden,34480173,Andrew,,Bernal Heights,37.74333,-122.42094,Entire home/apt,95,30,14,3/17/2018,0.29,1,172,1,City registration pending
15299001,[10min Moscone] Cozy Room with sunny deck,9757631,Natacha,,Mission,37.75063,-122.41782,Private room,115,30,7,1/14/2018,0.13,1,0,0,
15314587,Elegant 2BR/1.5BA Apartment - Corp/Extended Stay,97565367,Jo Anne,,Nob Hill,37.79455,-122.41029,Entire home/apt,130,30,5,10/12/2021,0.14,1,275,2,
15325569,Wyndham Canterbury 1 Bedroom Condo,96098402,Wynpoints,,Downtown/Civic Center,37.78821,-122.41206,Private room,1899,3,0,,,6,365,0,394267
15327674,Upscale 2 Bedroom/1.5 Bath with Private Entry,5138158,Barbara,,Inner Richmond,37.77494,-122.47238,Entire home/apt,195,1125,65,5/1/2020,1.24,1,179,0,STR0001667
15330348,"Free Parking, Own Entrance, Contact Free, Spacious",97717942,Ping,,Diamond Heights,37.74354,-122.44248,Entire home/apt,123,3,360,10/13/2021,5.96,1,139,28,STR-0001793
15342398,1bdrm Wyndham Canterbury*SPECIAL BOOK NOW PRICING!,96098402,Wynpoints,,Nob Hill,37.79011,-122.41335,Private room,1899,3,3,11/9/2017,0.05,6,365,0,394267
15346313,Airy Three Bedroom Executive Home in the Heart of Mission,24910,Maria,,Mission,37.75604,-122.41727,Entire home/apt,400,30,49,10/17/2020,0.95,1,10,0,STR-0002349
15346876,"Bayview Penthouse: Private Bedroom, Bath & Balcony",97865629,Kamal,,Russian Hill,37.80396,-122.42011,Private room,259,1,112,10/7/2019,1.84,2,360,0,STR-0003557
15363435,Lovely Telegraph Hill 2 br. available monthly,17461399,Michelle,,North Beach,37.79834,-122.40576,Entire home/apt,133,30,8,5/22/2021,0.14,1,247,3,
15372200,Serene Contemporary Castro Apartment,1479964,James,,Castro/Upper Market,37.75927,-122.43292,Entire home/apt,150,30,3,9/5/2021,0.05,18,325,1,
15377291,Trendy Corona Heights Bi-level Condo,1479964,James,,Castro/Upper Market,37.76396,-122.441,Entire home/apt,210,30,1,8/27/2018,0.03,18,0,0,
15377479,Cozy Updated Studio near Union Square & Hilton!,4430421,Landmark,,Downtown/Civic Center,37.78385,-122.4099,Entire home/apt,79,30,2,10/31/2018,0.04,144,84,0,
15377893,Remodeled 2 Bedroom by Union Square!,4430421,Landmark,,Downtown/Civic Center,37.78433,-122.41583,Entire home/apt,130,30,1,8/22/2021,0.41,144,166,1,
15383658,Beautiful Victorian Bedroom in Mission,17536951,Rob,,Bernal Heights,37.74349,-122.42139,Private room,80,4,144,1/27/2020,2.38,4,0,0,STR-0001202
15393846,Condo Unit in North Beach,7341425,Christine,,North Beach,37.80329,-122.40633,Entire home/apt,250,30,1,8/1/2017,0.02,1,362,0,
15394942,Hollywood stay in Mission's heart,6981707,DeCarlis,,Mission,37.76571,-122.425,Private room,90,30,22,9/30/2018,0.38,1,0,0,
15400940,Brand New Luxury Hayes Valley Condo,94538124,Viktor,,Downtown/Civic Center,37.77795,-122.42317,Entire home/apt,199,30,24,3/17/2017,0.39,1,0,0,
15408863,"Spacious, lovely, best location",644816,Megan,,Castro/Upper Market,37.76711,-122.43237,Private room,75,30,39,7/11/2021,0.64,1,59,6,
15412358,Noe Valley - Eureka - Castro 1 BD - 1BA,38836,Bernat,,Noe Valley,37.75552,-122.43712,Entire home/apt,87,30,9,9/24/2021,0.26,29,258,3,
15432669,Modern Inner Sunset 1 bedroom apartment,12765917,Nada,,Inner Sunset,37.75698,-122.4669,Private room,154,3,94,1/23/2020,1.72,1,0,0,STR-0002608
15465063,Home with High Walkability,48005494,Zeus,,Outer Mission,37.7318,-122.4392,Entire home/apt,247,30,0,,,44,137,0,
15471316,Classic SF Mission Victorian Bedroom - BIG & Sunny,2001297,Urs Leonhardt,,Mission,37.76003,-122.40775,Private room,72,31,6,11/19/2019,1.07,5,305,1,
15504145,"Spacious Elegance, Panoramic Views on Potrero Hill",99594283,Mark,,Potrero Hill,37.7615,-122.40306,Entire home/apt,500,7,1,12/26/2016,0.02,1,0,0,STR-0004522
15511739,Garden Room - Mission Central,605533,Chris,,Mission,37.75749,-122.4204,Private room,110,30,1,8/3/2018,0.03,2,30,0,
15512995,Relax on the Roof Deck in Luxury Tri-level House,1865162,Susan,,Bernal Heights,37.74656,-122.41047,Entire home/apt,450,5,17,7/22/2021,0.29,1,94,3,STR-0001818
15523355,Warm Victorian BR w/ private washroom & 2 closets,2001297,Urs Leonhardt,,Mission,37.75997,-122.40774,Private room,80,31,6,12/18/2020,0.29,5,337,1,
15550123,Sunny Top Floor Victorian/Modern Design-Dolores,2446457,Heather,,Mission,37.75446,-122.42501,Entire home/apt,220,30,19,6/4/2021,0.32,2,120,2,
15567704,"Beautiful, cozy and spacious city apartment",100278291,Vannida,,Castro/Upper Market,37.7683,-122.43016,Entire home/apt,285,3,172,10/18/2021,3.29,1,167,25,STR-0001721
15579415,Nice Cozy bedroom in SF house. (2-3 people),32939435,Angel,,Ocean View,37.72089,-122.45374,Private room,75,31,64,8/30/2017,1.06,3,90,0,
15603503,Wonderful PVT. Room #4,23719876,Yumi,,Inner Richmond,37.78376,-122.47475,Private room,70,30,0,,,14,320,0,
15619426,Loft with Sophisticated Design,48005494,Zeus,,South of Market,37.77872,-122.39889,Entire home/apt,186,30,3,2/8/2020,0.09,44,0,0,
15664146,Beautiful Home in SeaCliff,101134145,Hs,,Outer Richmond,37.7827,-122.48822,Entire home/apt,215,30,51,12/26/2017,0.9,1,0,0,
15675279,Charming Victorian 1x1 in the Mission!,4430421,Landmark,,Mission,37.75213,-122.42359,Entire home/apt,116,30,5,10/1/2021,1.61,144,154,3,
15675657,BARTLETT QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78603,-122.40785,Private room,112,1,58,6/27/2021,0.96,54,61,5,License not needed per OSTR
15675790,BARTLETT QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78767,-122.40905,Private room,112,1,57,9/30/2021,2.63,54,61,5,License not needed per OSTR
15675892,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78555,-122.40942,Private room,112,1,108,4/29/2021,1.78,54,61,1,365804
15677325,Bright Remodeled Studio near FiDi/Union Square!,4430421,Landmark,,Downtown/Civic Center,37.78633,-122.41612,Entire home/apt,89,30,2,10/22/2018,0.04,144,170,0,
15702583,HERBERT Room with Hallway Bath,100390518,Herbert,,Downtown/Civic Center,37.78698,-122.40771,Private room,99,1,33,5/29/2021,0.61,25,61,1,License not needed per OSTR
15716518,Urban Downtown 1 Bedroom,91214395,Randi,,Chinatown,37.79131,-122.40653,Private room,272,2,19,1/16/2020,0.33,1,344,0,ban-0382559
15717226,Vintage Mission Studio w/ Modern Touches!,4430421,Landmark,,Mission,37.76557,-122.417,Private room,89,30,0,,,144,136,0,
15718115,1BED 1BATH apartment with patio,38836,Bernat,,Haight Ashbury,37.76996,-122.4398,Entire home/apt,104,30,6,1/9/2021,0.14,29,71,1,
15722690,NEW Attic Studio - Vaulted Ceiling,10829039,Viviane,,Inner Richmond,37.77564,-122.46332,Private room,180,2,50,10/4/2021,1.01,5,360,9,Pending Application
15732801,Comfortable 2 BR APT in Alamo Square,38836,Bernat,,Western Addition,37.77715,-122.43484,Entire home/apt,153,30,2,6/17/2017,0.05,29,249,0,
15769037,Dorm Room with Private Bathroom,100390518,Herbert,,Downtown/Civic Center,37.78683,-122.40726,Private room,75,1,5,3/30/2017,0.19,25,0,0,License not needed per OSTR
15769128,HERBERT Room with Private Bathroom,100390518,Herbert,,Downtown/Civic Center,37.78513,-122.40869,Private room,99,1,89,9/27/2021,1.55,25,52,32,License not needed per OSTR
15769324,HERBERT Room with Private Bath,100390518,Herbert,,Downtown/Civic Center,37.78504,-122.40877,Private room,99,1,49,8/2/2021,0.85,25,61,3,License not needed per OSTR
15770116,Pacific Heights Modern Penthouse! Walkscore 98,91488071,Janet,,Pacific Heights,37.79588,-122.42757,Entire home/apt,335,30,59,12/12/2020,1.02,3,119,1,City registration pending
15774694,Quiet Condo in the Heart of the City,38798505,Suzanne,,Haight Ashbury,37.77432,-122.43964,Entire home/apt,135,30,2,8/21/2021,0.39,1,331,2,
15775423,Lucky Lady 3 Bedroom 3 Bath 30 day minumum,6865905,Helen,,Bernal Heights,37.73293,-122.41821,Entire home/apt,210,30,5,7/31/2021,0.12,2,0,2,
15776727,Mission Dolores Guesthouse with Attentive Details,15024043,Kai,,Castro/Upper Market,37.76271,-122.42657,Entire home/apt,175,30,52,9/7/2021,0.92,1,307,6,City registration pending
15785104,Balinese Oasis- Great Location/Hot Tub/Fast Internet/Parking,5805679,Laurence,,Castro/Upper Market,37.76273,-122.4402,Entire home/apt,561,3,56,9/18/2021,1.44,20,149,7,STR-0001936
15806021,Silicon Valley/Downtown SF Traveler,346580,Ragini,,Bernal Heights,37.73337,-122.43138,Entire home/apt,106,7,16,8/25/2021,0.48,1,120,5,STR-0004013
15812013,Bayview Penthouse: Private Bedroom & Private Bath,97865629,Kamal,,Russian Hill,37.80569,-122.42152,Private room,229,1,125,3/8/2020,2.29,2,362,0,STR-0003557
15830044,Painted Lady in the heart of Pacific Heights,23631384,Sally,,Pacific Heights,37.79141,-122.43416,Entire home/apt,125,30,2,9/21/2017,0.04,1,0,0,
15835438,Large Family Home with both Nature & City Perks,4256843,Selena,,Outer Richmond,37.77341,-122.50575,Entire home/apt,200,6,21,7/30/2021,0.4,1,0,1,STR-0002219
15843007,Private Cozy Apartment in Little Hollywood,9270394,Wilson,,Visitacion Valley,37.71159,-122.40027,Private room,30,30,74,2/6/2021,1.43,1,120,2,City registration pending
15843930,Huge House Heart of SF w/ Parking,65647390,Ian,,Castro/Upper Market,37.76532,-122.43295,Entire home/apt,315,30,52,10/1/2021,0.91,1,180,4,STR-0002011
15849484,"Private, spacious modern guest suite.",69727514,Bella,,Outer Richmond,37.77479,-122.4808,Entire home/apt,115,2,54,10/24/2021,1.02,1,19,4,pending
15860350,3BR 2 Bth House by Beach and Park,8597535,Laura,,Outer Sunset,37.75436,-122.49835,Entire home/apt,375,3,29,10/19/2021,0.83,2,149,7,"STR-0000512 
“Possession of a at San Francisco Short-Term Rental Registration Certificate certifies that the registration certificate holder has agreed to comply with the terms of the San Francisco Short-Term Residential Rental  Ordinance of San Francisco (Administrative Code Section 41 A.) This ordinance does not require an inspection of the unit by the City for potential Building, Housing, Fire or other code violations.”"
15860884,Stylish Mission 1BR | PELOTON + FIBER WIFI,6136360,Jeff,,Mission,37.75303,-122.41575,Entire home/apt,185,2,287,10/20/2021,5.76,2,12,6,STR-0002008
15860973,Vibrant Mission 2BR | PELOTON + FIBER WIFI,6136360,Jeff,,Mission,37.75222,-122.41588,Entire home/apt,302,2,37,10/25/2021,1.35,2,3,16,STR-0002008
15870673,Hayes Valley - Octavia - 3BED-2BA,38836,Bernat,,Western Addition,37.77273,-122.42361,Entire home/apt,132,30,6,9/5/2021,0.11,29,274,1,
15873231,414 - Clean and Renovated Private Room,93714995,Hotel,,Financial District,37.78931,-122.40588,Private room,40,32,23,10/31/2021,0.41,13,0,2,BAN-1030905
