id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,host_days_active,time_since_first_review,time_since_last_review
13685131,2016-06-24,,unknown,1,1,1,1,Bernal Heights,Other,Private room,2,1 private bath,1.0,1.0,$115.00 ,2,14,2,19,49,323,141,2017-09-04,4.92,4.99,4.97,4.98,4.99,4.89,4.9,STR-0001852,0,1,0,1,0,1073.0,1-2 years,nan
13687255,2015-05-03,within an hour,100%,1,1,1,1,Potrero Hill,Other,Entire home/apt,4,1 bath,2.0,2.0,$450.00 ,2,120,0,0,22,297,44,2017-10-05,4.98,4.98,4.93,5.0,5.0,4.89,4.77,City Registration Pending,0,1,1,0,0,1491.0,1-2 years,nan
13714899,2016-02-14,,unknown,1,2,2,1,Mission,House,Entire home/apt,2,1 bath,1.0,1.0,$140.00 ,30,90,18,48,78,353,157,2017-08-09,4.97,4.97,4.96,5.0,4.99,4.96,4.74,Timeshare,0,2,2,0,0,1204.0,1-2 years,nan
13734123,2013-01-04,within an hour,90-99%,0,4,4,1,Parkside,Other,Entire home/apt,9,1 bath,3.0,4.0,$313.00 ,30,1125,28,58,88,178,96,2016-11-03,4.56,4.75,4.54,4.83,4.85,4.7,4.62,STR2017-000049,0,2,2,0,0,2340.0,2-3 years,6-12 months
13735115,2014-10-31,within a day,100%,1,14,14,1,Western Addition,Other,Entire home/apt,9,2 baths,5.0,5.0,"$1,750.00 ",2,29,4,18,30,139,24,2017-08-13,5.0,5.0,5.0,5.0,5.0,4.94,4.82,STR-0004955,0,2,2,0,0,1675.0,1-2 years,nan
13764695,2011-08-30,,unknown,0,2,2,1,West of Twin Peaks,Other,Entire home/apt,6,2.5 baths,3.0,4.0,$225.00 ,30,120,0,0,0,0,1,2019-04-28,4.0,5.0,4.0,5.0,5.0,5.0,5.0,,0,1,1,0,0,2833.0,0-6 months,0-2 weeks
13768233,2013-08-20,within an hour,100%,1,2,2,1,Noe Valley,Other,Private room,3,1.5 shared baths,2.0,2.0,$207.00 ,3,28,5,5,5,5,9,2016-07-21,4.89,5.0,4.89,5.0,5.0,4.89,4.89,STR-0000250,0,1,0,1,0,2112.0,2-3 years,nan
13769493,2014-05-11,,unknown,0,2,2,0,Bayview,Other,Private room,4,1 private bath,1.0,3.0,$54.00 ,1,1125,0,0,0,0,56,2017-07-20,4.8,4.71,4.77,4.79,4.89,4.43,4.66,STR-0002472,0,3,0,3,0,1848.0,1-2 years,nan
13774014,2012-07-19,,unknown,1,2,2,0,Bayview,Other,Entire home/apt,3,1 bath,,1.0,$160.00 ,3,28,21,41,69,69,268,2016-08-18,4.8,4.85,4.91,4.95,4.92,4.43,4.7,STR-0002659,1,1,1,0,0,2509.0,2-3 years,nan
13788581,2012-09-06,within an hour,100%,0,1,1,1,Pacific Heights,House,Entire home/apt,2,1 bath,1.0,1.0,$500.00 ,2,14,0,0,30,120,53,2017-05-08,4.81,4.97,4.81,4.94,5.0,4.97,4.35,STR-0001399,0,1,1,0,0,2460.0,2-3 years,nan
13788740,2012-04-30,within an hour,100%,1,2,2,1,Excelsior,Other,Entire home/apt,6,2 baths,3.0,3.0,$205.00 ,7,1125,1,11,18,224,30,2019-08-02,4.9,4.9,4.83,5.0,4.97,4.7,4.73,Pending Application,0,2,2,0,0,2589.0,nan,nan
13806046,2016-07-02,within an hour,100%,1,4,4,1,Outer Sunset,Other,Private room,4,1 private bath,1.0,2.0,$125.00 ,1,30,2,2,2,2,98,2019-03-09,4.84,4.94,4.97,4.97,4.94,4.88,4.64,STR-0002789,0,4,0,4,0,1065.0,0-6 months,nan
13810224,2014-05-08,,unknown,0,3,3,1,Noe Valley,House,Entire home/apt,4,1 bath,1.0,1.0,$257.00 ,1,90,4,33,63,153,139,2019-05-05,4.81,4.9,4.82,4.91,4.95,4.83,4.55,STR-0004463,0,2,2,0,0,1851.0,0-6 months,nan
13815533,2013-12-05,within an hour,100%,1,1,1,1,Parkside,House,Entire home/apt,2,1 bath,1.0,1.0,$175.00 ,2,14,0,1,27,302,115,2016-07-25,4.9,4.93,4.91,4.95,4.95,4.84,4.73,STR-0001627,0,1,1,0,0,2005.0,2-3 years,nan
13845578,2013-10-02,within an hour,100%,1,6,6,1,Visitacion Valley,Other,Entire home/apt,2,1 bath,1.0,1.0,$181.00 ,1,3,18,39,39,39,489,2016-09-11,4.92,4.95,4.99,4.95,4.96,4.81,4.88,STR-0003223,0,5,3,2,0,2069.0,2-3 years,nan
13883766,2014-10-08,within a day,90-99%,1,80,80,1,Downtown/Civic Center,Other,Entire home/apt,4,1 bath,,2.0,$306.00 ,2,365,30,60,85,360,6,2017-09-13,4.5,3.83,5.0,4.33,4.17,5.0,4.67,License not needed per OSTR,0,19,19,0,0,1698.0,1-2 years,2-6 months
13884730,2016-05-06,within an hour,100%,1,140,140,1,Chinatown,Other,Entire home/apt,2,1 bath,,1.0,$95.00 ,2,7,0,0,0,0,64,2017-08-09,4.73,4.84,4.84,4.91,4.91,4.91,4.7,382559,1,57,57,0,0,1122.0,1-2 years,2-8 weeks
13885609,2016-06-19,,unknown,0,2,2,1,West of Twin Peaks,Other,Private room,2,1 shared bath,1.0,1.0,$120.00 ,30,1125,29,59,89,364,0,,,,,,,,,,1,1,0,1,0,1078.0,nan,nan
13896608,2014-10-08,within a day,90-99%,1,80,80,1,Downtown/Civic Center,Other,Entire home/apt,4,1 bath,,2.0,$293.00 ,2,365,30,60,85,360,17,2017-09-14,4.88,5.0,5.0,4.88,5.0,5.0,4.71,License not needed per OSTR,0,19,19,0,0,1698.0,1-2 years,nan
13899875,2016-01-29,within a few hours,100%,1,3,3,1,Inner Richmond,Other,Private room,2,Private half-bath,1.0,2.0,$126.00 ,4,30,14,44,65,155,83,2016-09-01,4.96,4.96,4.95,4.98,4.95,4.96,4.85,STR-0002951,0,4,1,3,0,1220.0,2-3 years,nan
13939822,2011-07-27,,unknown,1,6,6,1,Western Addition,House,Entire home/apt,2,2 baths,1.0,1.0,$180.00 ,30,90,0,0,0,84,3,2021-09-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,0,3,2,1,0,2867.0,nan,nan
13973341,2014-01-25,,unknown,1,9,9,1,Downtown/Civic Center,Other,Private room,2,1 private bath,1.0,1.0,$219.00 ,1,1125,0,0,0,0,5,2019-09-18,5.0,5.0,5.0,5.0,5.0,5.0,4.6,License not needed per OSTR,0,5,0,5,0,1954.0,nan,nan
13980263,2010-01-31,within an hour,100%,1,3,3,1,Mission,Other,Private room,1,1 shared bath,1.0,1.0,$83.00 ,3,90,21,35,50,99,11,2016-08-08,4.91,4.82,4.91,4.82,4.91,4.45,4.73,STR-0004333,1,3,1,2,0,3409.0,2-3 years,nan
13999742,2014-07-30,,unknown,0,1,1,0,Inner Sunset,House,Entire home/apt,6,2 baths,3.0,3.0,$295.00 ,3,29,0,0,0,0,143,2017-08-08,4.83,4.92,4.86,4.94,4.86,4.82,4.76,STR-0004395,1,1,1,0,0,1768.0,1-2 years,nan
14008953,2011-11-06,,unknown,0,1,1,1,Mission,House,Entire home/apt,4,2 baths,3.0,3.0,$350.00 ,5,14,0,0,0,0,8,2017-10-15,4.88,5.0,5.0,5.0,5.0,5.0,4.71,STR-0004988,0,1,1,0,0,2765.0,1-2 years,nan
14029388,2012-12-17,within a few hours,90-99%,1,92,92,1,Downtown/Civic Center,House,Entire home/apt,2,1 bath,,1.0,$81.00 ,30,1125,8,11,33,123,1,2021-08-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,0,144,143,1,0,2358.0,nan,nan
14029901,2012-04-01,within an hour,100%,1,2,2,1,Castro/Upper Market,Other,Private room,2,1 private bath,1.0,1.0,$98.00 ,2,1125,16,40,69,344,130,2016-09-21,4.92,4.94,4.93,4.95,4.96,4.96,4.85,STR-0001918,0,1,0,1,0,2618.0,2-3 years,nan
14030807,2016-07-16,within a day,100%,1,1,1,1,Castro/Upper Market,Other,Entire home/apt,4,1 bath,2.0,2.0,$150.00 ,30,1125,0,0,30,242,57,2016-12-28,4.96,5.0,5.0,5.0,5.0,4.89,4.91,City registration pending,0,2,2,0,0,1051.0,2-3 years,nan
14043110,2016-07-16,within an hour,100%,1,4,4,1,Bayview,Other,Private room,6,1 shared bath,1.0,3.0,$54.00 ,5,30,0,0,0,0,307,2016-09-25,4.74,4.83,4.72,4.92,4.92,4.39,4.69,STR-0001844,1,3,1,2,0,1051.0,2-3 years,nan
14049725,2009-09-07,within a few hours,100%,1,1,1,1,Bayview,House,Entire home/apt,6,1 bath,2.0,3.0,$198.00 ,30,1125,0,27,57,332,29,2017-08-07,4.79,4.74,4.79,4.85,4.85,4.54,4.77,,0,1,1,0,0,3555.0,1-2 years,nan
14058613,2016-07-17,within an hour,100%,1,3,3,1,Nob Hill,House,Entire home/apt,2,1 bath,1.0,1.0,$95.00 ,30,160,0,0,2,3,33,2018-05-13,4.79,4.85,4.85,4.97,5.0,4.97,4.76,,1,1,1,0,0,1050.0,1-2 years,nan
14126085,2014-01-02,,unknown,0,2,2,1,Haight Ashbury,Other,Entire home/apt,2,1 bath,1.0,1.0,$175.00 ,30,1125,0,1,11,183,68,2016-08-24,4.91,4.93,4.97,4.96,4.99,4.94,4.85,STR-0001845,1,1,1,0,0,1977.0,2-3 years,2-6 months
14139656,2013-09-30,within a few hours,100%,1,3,3,1,Mission,House,Entire home/apt,6,2 baths,3.0,3.0,$600.00 ,30,90,17,17,17,17,60,2016-08-03,4.97,4.98,4.93,4.97,4.95,4.98,4.85,STR-0001999,0,1,1,0,0,2071.0,2-3 years,nan
14153586,2016-07-23,within a few hours,100%,1,1,1,1,Inner Richmond,Other,Private room,1,1 shared bath,1.0,1.0,$52.00 ,30,93,0,22,52,112,82,2017-08-03,4.6,4.8,4.65,4.93,4.9,4.84,4.55,,1,1,0,1,0,1044.0,1-2 years,nan
14166343,2016-02-05,,unknown,0,2,2,1,Excelsior,Other,Entire home/apt,2,1 bath,1.0,1.0,$249.00 ,7,30,28,58,88,178,26,2017-08-09,4.96,5.0,5.0,5.0,5.0,4.76,4.84,STR-0004903,1,1,1,0,0,1213.0,1-2 years,nan
14179987,2021-04-28,within an hour,90-99%,0,12,12,1,Marina,House,Entire home/apt,2,1 bath,1.0,,$375.00 ,1,28,28,58,88,363,305,2017-02-11,4.72,4.74,4.76,4.87,4.77,4.91,4.63,38662-01-001,1,12,10,2,0,-696.0,2-3 years,nan
14180539,2011-05-01,within a few hours,100%,0,4,4,1,Outer Sunset,Other,Private room,2,1 shared bath,1.0,1.0,$70.00 ,30,1125,29,59,89,364,3,2016-09-10,4.67,5.0,4.67,5.0,5.0,4.67,4.33,,0,4,0,4,0,2954.0,2-3 years,nan
14189398,2011-05-01,within a few hours,100%,0,4,4,1,Outer Sunset,Other,Private room,1,Private half-bath,1.0,1.0,$90.00 ,30,10000,29,59,89,364,0,,,,,,,,,,0,4,0,4,0,2954.0,nan,nan
14190524,2012-02-19,within a few hours,100%,1,4,4,0,Mission,Other,Entire home/apt,1,1 bath,,1.0,$117.00 ,14,365,0,0,0,8,5,2018-02-07,4.6,4.8,4.8,4.8,4.6,5.0,4.6,STR-0000166,0,5,2,3,0,2660.0,1-2 years,nan
14206695,2011-08-17,within an hour,100%,0,2,2,1,Nob Hill,Other,Entire home/apt,2,1 bath,1.0,1.0,$125.00 ,30,1000,12,12,13,240,16,2017-01-27,4.94,5.0,5.0,4.94,5.0,4.94,5.0,N/A - 30 day plus tenancy required,0,1,1,0,0,2846.0,2-3 years,nan
14214684,2011-08-28,within an hour,100%,1,3,3,0,Noe Valley,Other,Entire home/apt,2,1 bath,1.0,1.0,$228.00 ,30,1125,12,19,49,324,14,2019-04-02,5.0,4.93,5.0,5.0,4.93,5.0,4.5,,0,3,3,0,0,2835.0,0-6 months,nan
14225205,2012-06-01,,unknown,0,1,1,1,South of Market,House,Entire home/apt,2,1 bath,1.0,1.0,$148.00 ,30,367,0,0,0,0,85,2017-05-25,4.81,4.94,4.93,4.83,4.87,4.66,4.86,XXXXXXXX,1,1,1,0,0,2557.0,2-3 years,0-2 weeks
14255278,2015-06-18,within an hour,100%,1,1,1,1,Inner Richmond,Other,Entire home/apt,5,2 baths,2.0,3.0,$249.00 ,2,50,1,11,11,11,29,2017-08-20,4.86,4.96,4.96,5.0,4.83,5.0,4.78,STR-0004244,0,1,1,0,0,1445.0,1-2 years,nan
14266916,2015-06-20,within an hour,100%,0,2,2,1,Bernal Heights,Other,Entire home/apt,4,1 bath,1.0,2.0,$190.00 ,3,29,0,11,11,199,199,2016-08-21,4.89,4.91,4.96,4.99,4.95,4.86,4.78,STR-0001998,0,1,1,0,0,1443.0,2-3 years,nan
14282647,2013-06-25,within an hour,100%,0,2,2,1,Bayview,Other,Entire home/apt,6,2 baths,3.0,3.0,$282.00 ,3,1125,3,8,11,11,57,2020-09-01,4.76,4.75,4.36,4.89,4.93,4.62,4.71,pending,1,1,1,0,0,2168.0,nan,nan
14294502,2016-08-01,within an hour,100%,0,1,1,1,Noe Valley,House,Entire home/apt,4,1.5 baths,2.0,2.0,$135.00 ,30,365,0,28,58,148,6,2016-10-02,5.0,5.0,4.83,5.0,5.0,5.0,4.83,,0,1,1,0,0,1035.0,2-3 years,nan
14299097,2013-11-21,within a few hours,100%,0,6,6,1,Mission,House,Entire home/apt,7,2 baths,4.0,4.0,$215.00 ,30,365,29,59,67,334,13,2016-11-30,4.85,4.69,4.69,4.92,4.85,4.92,4.62,,0,5,5,0,0,2019.0,2-3 years,nan
14314506,2014-09-01,,unknown,0,3,3,1,Outer Sunset,House,Entire home/apt,2,1 bath,1.0,2.0,$117.00 ,90,1125,16,46,76,351,0,,,,,,,,,,0,3,3,0,0,1735.0,nan,nan
14323059,2016-04-29,within an hour,100%,1,1,1,1,Western Addition,Other,Entire home/apt,2,1 bath,1.0,1.0,$149.00 ,6,180,0,9,10,38,143,2018-05-18,4.98,4.99,5.0,5.0,5.0,4.97,4.91,STR-0003505,0,1,1,0,0,1129.0,1-2 years,nan
14339856,2013-06-24,a few days or more,0-49%,0,3,3,1,South of Market,House,Entire home/apt,2,1 bath,1.0,1.0,$200.00 ,30,1125,30,60,90,365,13,2016-11-14,4.67,4.83,5.0,5.0,4.58,4.5,4.33,City registration pending,0,2,2,0,0,2169.0,2-3 years,nan
14352641,2012-05-06,within a few hours,100%,1,1,1,1,Castro/Upper Market,Other,Entire home/apt,4,2 baths,2.0,2.0,$355.00 ,30,1125,0,0,0,0,9,2020-03-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,0,1,1,0,0,2583.0,nan,nan
14355639,2012-03-29,within an hour,100%,1,1,1,1,North Beach,House,Entire home/apt,5,2 baths,2.0,2.0,$229.00 ,2,14,0,9,9,9,72,2018-05-20,4.9,4.91,4.7,4.97,4.99,5.0,4.76,STR-0004840,0,1,1,0,0,2621.0,1-2 years,nan
14358722,2015-08-03,within an hour,100%,1,3,3,1,Outer Mission,Other,Private room,2,2 shared baths,1.0,1.0,$70.00 ,31,1125,30,60,90,365,6,2017-08-31,4.83,5.0,4.5,5.0,5.0,4.83,4.67,,0,4,1,3,0,1399.0,1-2 years,2-6 months
14374783,2015-11-20,within a few hours,100%,1,2,2,1,Seacliff,Other,Entire home/apt,4,1 bath,2.0,2.0,$175.00 ,30,1125,7,10,40,315,4,2016-12-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,0,1,1,0,0,1290.0,2-3 years,nan
14404663,2012-05-02,within a few hours,100%,1,2,2,1,Outer Mission,Other,Entire home/apt,10,4 baths,5.0,5.0,"$1,000.00 ",7,21,0,0,0,0,2,2019-07-10,4.0,4.5,4.0,5.0,5.0,4.5,4.0,STR-0002514,0,3,1,2,0,2587.0,nan,2-8 weeks
14406178,2013-09-02,a few days or more,0-49%,0,2,2,1,Outer Richmond,House,Entire home/apt,2,1 bath,2.0,1.0,$178.00 ,30,60,27,57,87,87,5,2016-09-03,4.8,5.0,4.8,5.0,4.8,4.8,4.8,,0,2,2,0,0,2099.0,2-3 years,6-12 months
14422371,2016-07-16,within an hour,100%,1,4,4,1,Bayview,Other,Entire home/apt,10,1 bath,2.0,3.0,$105.00 ,2,30,17,35,35,35,310,2017-01-04,4.71,4.74,4.65,4.91,4.92,4.42,4.67,STR-0001844,1,3,1,2,0,1051.0,2-3 years,nan
14451638,2016-07-26,within an hour,90-99%,0,13,13,1,Excelsior,Other,Private room,2,1 private bath,1.0,1.0,$45.00 ,30,1125,5,35,65,340,45,2016-10-14,4.27,4.49,4.47,4.89,4.8,4.32,4.36,STR-0001552,0,7,1,6,0,1041.0,2-3 years,nan
14452358,2012-07-31,within an hour,100%,1,0,0,1,Outer Sunset,House,Entire home/apt,4,1 bath,2.0,2.0,$295.00 ,30,1125,0,0,3,245,23,2016-10-04,4.91,5.0,4.95,4.95,5.0,4.95,4.82,STR-0001609,0,1,1,0,0,2497.0,2-3 years,nan
14475808,2016-07-26,within an hour,90-99%,0,13,13,1,Excelsior,House,Entire home/apt,4,1 bath,1.0,2.0,$79.00 ,30,1125,29,59,89,364,73,2017-05-04,4.49,4.75,4.57,4.85,4.7,4.51,4.54,STR-0001552,0,7,1,6,0,1041.0,2-3 years,nan
14476185,2016-07-26,within an hour,90-99%,0,13,13,1,Excelsior,Other,Private room,2,1.5 shared baths,1.0,1.0,$45.00 ,30,1125,0,0,29,304,76,2017-01-11,4.48,4.64,4.63,4.79,4.74,4.43,4.54,STR-0001552,0,7,1,6,0,1041.0,2-3 years,nan
14487347,2014-06-20,within an hour,50-89%,0,54,54,0,Downtown/Civic Center,Other,Private room,2,1 private bath,,1.0,$112.00 ,1,21,29,59,60,60,119,2016-09-09,4.4,4.54,4.6,4.71,4.47,4.68,4.62,365804,0,54,0,54,0,1808.0,2-3 years,nan
14488234,2013-02-20,,unknown,1,2,2,1,Castro/Upper Market,Other,Private room,1,1.5 baths,1.0,1.0,$107.00 ,1,1125,0,0,0,274,359,2016-10-10,4.93,4.98,4.97,4.99,4.98,4.97,4.83,STR-0001063,1,2,1,1,0,2293.0,2-3 years,nan
14490262,2013-06-15,within an hour,100%,1,2,2,1,Potrero Hill,Other,Entire home/apt,4,2 baths,2.0,2.0,$309.00 ,4,30,16,37,37,298,91,2016-11-08,4.93,4.91,4.92,4.94,4.91,4.92,4.84,STR-0003948,0,1,1,0,0,2178.0,2-3 years,nan
14490343,2013-11-12,within an hour,50-89%,0,34,34,1,Chinatown,House,Entire home/apt,2,1 bath,1.0,1.0,$123.00 ,30,1125,0,0,0,0,0,,,,,,,,,,0,8,8,0,0,2028.0,nan,nan
14501673,2013-12-22,within an hour,100%,1,5,5,1,Downtown/Civic Center,Other,Entire home/apt,3,1 bath,,1.0,$72.00 ,30,1125,1,31,61,252,21,2018-02-02,4.95,5.0,5.0,5.0,5.0,4.79,4.93,,1,4,4,0,0,1988.0,1-2 years,nan
14505006,2013-08-18,within an hour,100%,1,1,1,1,North Beach,Other,Entire home/apt,2,1 bath,1.0,1.0,$232.00 ,3,28,5,28,46,299,166,2017-03-13,4.93,4.96,4.92,4.96,4.96,4.96,4.77,STR-0000171,0,1,1,0,0,2114.0,2-3 years,nan
14538591,2015-08-13,within an hour,100%,1,1,1,1,Outer Sunset,Other,Entire home/apt,3,1 bath,1.0,2.0,$125.00 ,2,28,4,8,37,37,133,2018-06-03,4.8,4.87,4.94,4.92,4.88,4.87,4.8,STR-0003248,1,1,1,0,0,1389.0,6-12 months,nan
14551959,2014-06-20,within an hour,50-89%,0,54,54,0,Downtown/Civic Center,Other,Private room,2,1 private bath,,1.0,$112.00 ,1,21,29,59,60,60,91,2016-09-17,4.56,4.64,4.66,4.8,4.59,4.8,4.63,365804,1,54,0,54,0,1808.0,2-3 years,nan
14552166,2014-06-20,within an hour,50-89%,0,54,54,0,Downtown/Civic Center,Other,Private room,2,1 bath,,1.0,$112.00 ,1,21,29,59,60,60,78,2016-08-30,4.38,4.73,4.65,4.69,4.4,4.71,4.47,365804,1,54,0,54,0,1808.0,2-3 years,nan
14552390,2014-06-20,within an hour,50-89%,0,54,54,0,Downtown/Civic Center,Other,Private room,2,1 bath,,1.0,$112.00 ,1,21,29,59,60,60,134,2017-03-28,4.45,4.5,4.52,4.76,4.55,4.8,4.52,365804,1,54,0,54,0,1808.0,2-3 years,nan
14553088,2013-12-22,within an hour,100%,1,5,5,1,Downtown/Civic Center,House,Entire home/apt,3,1 bath,,1.0,$130.00 ,90,1125,0,10,40,315,15,2020-01-09,5.0,5.0,5.0,5.0,5.0,4.38,4.88,,1,4,4,0,0,1988.0,nan,nan
14553693,2016-09-10,,unknown,0,1,1,0,Haight Ashbury,Other,Entire home/apt,2,1 bath,1.0,1.0,$160.00 ,3,29,6,13,31,293,198,2016-10-01,4.97,4.98,5.0,4.99,5.0,4.98,4.86,STR-0004068,0,1,1,0,0,995.0,2-3 years,nan
14576746,2011-09-13,within a few hours,50-89%,0,2,2,1,Noe Valley,Other,Entire home/apt,2,1 bath,,1.0,$250.00 ,1,1125,0,24,54,329,14,2018-03-04,4.86,4.86,4.93,5.0,4.93,4.86,5.0,STR-0004600,0,3,3,0,0,2819.0,1-2 years,6-12 months
14577765,2016-07-26,within an hour,90-99%,0,13,13,1,Excelsior,Other,Private room,2,1 shared bath,1.0,1.0,$41.00 ,30,1125,27,57,87,362,55,2016-09-26,4.15,4.4,4.47,4.67,4.4,4.06,4.39,STR-0001552,1,7,1,6,0,1041.0,2-3 years,nan
14588279,2015-06-09,within an hour,100%,0,4,4,1,Parkside,Other,Private room,2,1 private bath,1.0,1.0,$56.00 ,30,90,0,0,0,0,8,2020-12-31,4.71,4.86,4.43,5.0,5.0,4.86,4.57,,0,4,2,2,0,1454.0,nan,nan
14611058,2016-05-20,within a few hours,100%,0,4,4,1,Crocker Amazon,Other,Private room,1,2 shared baths,1.0,1.0,$38.00 ,31,1125,0,28,58,333,24,2016-08-19,4.74,4.77,4.68,4.86,4.82,4.5,4.73,1084922,0,4,1,3,0,1108.0,2-3 years,nan
14611546,2011-12-06,within an hour,50-89%,0,19,19,1,North Beach,Other,Entire home/apt,2,1 bath,1.0,1.0,$185.00 ,30,180,0,0,30,210,5,2017-11-30,5.0,5.0,5.0,5.0,4.8,5.0,4.4,,0,18,18,0,0,2735.0,1-2 years,nan
14619235,2013-02-11,within an hour,100%,1,1,1,0,Noe Valley,Other,Entire home/apt,4,1 bath,2.0,2.0,$350.00 ,3,28,2,2,23,23,90,2017-07-30,4.99,4.96,4.96,4.99,5.0,4.91,4.89,STR-0001873,0,1,1,0,0,2302.0,1-2 years,nan
14635668,2014-06-16,,unknown,0,2,2,1,Bernal Heights,House,Entire home/apt,4,1 bath,2.0,2.0,$248.00 ,6,31,0,0,0,0,4,2018-05-19,4.75,5.0,4.5,5.0,5.0,4.75,4.5,STR-0002423,0,1,1,0,0,1812.0,1-2 years,6-12 months
14640100,2012-04-19,within an hour,100%,1,2,2,1,Western Addition,Other,Private room,2,1 shared bath,1.0,1.0,$998.00 ,30,90,30,60,90,180,12,2016-09-14,4.58,5.0,4.83,4.83,4.92,4.92,4.83,,1,2,1,1,0,2600.0,2-3 years,6-12 months
14651109,2016-08-20,,unknown,0,2,2,0,Parkside,Other,Entire home/apt,8,2 baths,3.0,4.0,$425.00 ,2,1125,0,0,0,0,44,2017-09-27,4.93,5.0,4.98,5.0,4.98,4.89,4.84,STR-0004743,0,1,1,0,0,1016.0,1-2 years,2-6 months
14653250,2012-11-13,within a few hours,100%,0,2,2,1,Outer Richmond,Other,Entire home/apt,5,1.5 baths,2.0,2.0,$179.00 ,30,365,27,34,56,78,10,2016-10-07,4.7,4.7,4.7,4.88,5.0,4.88,4.88,,0,2,2,0,0,2392.0,2-3 years,nan
14654471,2016-07-26,within an hour,90-99%,0,13,13,1,Excelsior,Other,Private room,2,1 shared bath,1.0,1.0,$45.00 ,30,1125,2,32,62,337,52,2016-09-08,4.46,4.71,4.58,4.9,4.75,4.24,4.66,STR-0001552,0,7,1,6,0,1041.0,2-3 years,nan
14673134,2015-07-26,,unknown,0,1,1,1,Bernal Heights,House,Entire home/apt,2,1 bath,,1.0,$135.00 ,30,90,26,43,69,159,28,2016-10-09,4.93,5.0,4.93,5.0,5.0,4.78,4.93,City registration pending,0,1,1,0,0,1407.0,2-3 years,nan
14691164,2015-04-12,within an hour,100%,1,1,1,1,Castro/Upper Market,House,Entire home/apt,4,1 bath,2.0,2.0,$267.00 ,4,30,9,37,67,67,128,2017-07-17,4.95,4.99,4.91,5.0,4.98,4.98,4.87,STR-0002380,1,1,1,0,0,1512.0,1-2 years,nan
14705126,2016-08-23,within an hour,100%,0,2,2,1,Outer Sunset,House,Entire home/apt,5,1.5 baths,2.0,3.0,$232.00 ,2,25,0,0,30,287,294,2017-03-18,4.82,4.89,4.83,4.95,4.95,4.79,4.74,STR-0002033,0,1,1,0,0,1013.0,2-3 years,nan
14709523,2014-06-20,within an hour,50-89%,0,54,54,0,Downtown/Civic Center,Other,Private room,2,1 bath,,1.0,$112.00 ,1,21,29,59,60,60,100,2016-10-14,4.44,4.53,4.53,4.59,4.36,4.78,4.5,365804,1,54,0,54,0,1808.0,2-3 years,nan
14710249,2015-02-02,within a day,50-89%,0,3,3,1,Bayview,Other,Private room,2,3 shared baths,1.0,2.0,$56.00 ,30,45,4,13,43,43,24,2016-09-14,4.38,4.71,4.33,4.7,4.88,4.17,4.48,,1,4,0,4,0,1581.0,2-3 years,nan
14714307,2012-12-17,within a few hours,90-99%,1,92,92,1,Mission,House,Entire home/apt,3,1 bath,,1.0,$104.00 ,30,1125,0,0,23,203,1,2019-09-01,5.0,5.0,5.0,5.0,5.0,3.0,3.0,,0,144,143,1,0,2358.0,nan,nan
14725307,2014-06-20,within an hour,50-89%,0,54,54,0,Downtown/Civic Center,Other,Private room,2,1 bath,,1.0,$112.00 ,1,21,29,59,60,60,57,2016-09-01,4.4,4.42,4.56,4.83,4.54,4.81,4.46,License not needed per OSTR,1,54,0,54,0,1808.0,2-3 years,nan
14758260,2014-06-20,within an hour,50-89%,0,54,54,0,Downtown/Civic Center,Other,Private room,2,1 private bath,,1.0,$112.00 ,1,21,21,36,37,37,100,2016-10-08,4.45,4.6,4.71,4.82,4.66,4.77,4.51,365804,1,54,0,54,0,1808.0,2-3 years,nan
14759973,2014-02-27,within a few hours,100%,0,0,0,1,Mission,Other,Entire home/apt,3,1.5 baths,1.0,1.0,$275.00 ,3,60,3,3,3,3,18,2017-01-03,5.0,5.0,4.94,5.0,5.0,4.93,4.87,STR-0004477,1,1,1,0,0,1921.0,2-3 years,nan
14760041,2016-08-26,,unknown,0,1,1,0,Inner Sunset,House,Entire home/apt,4,1 bath,2.0,2.0,$205.00 ,2,1125,0,0,0,0,24,2017-07-03,4.92,4.96,4.92,4.88,5.0,4.92,4.83,STR-0003254,1,1,1,0,0,1010.0,1-2 years,nan
14763705,2016-08-27,within an hour,100%,1,0,0,0,Ocean View,House,Entire home/apt,7,1 bath,2.0,4.0,$99.00 ,1,25,5,11,28,267,474,2016-10-06,4.84,4.93,4.76,4.97,4.98,4.78,4.85,STR-0001706,1,1,1,0,0,1009.0,2-3 years,nan
